Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
BTC,14/09/16,606.885,607.03625,608.9475,605.16875
BTC,15/09/16,606.8975,606.885,609.62625,606.7825
BTC,16/09/16,605.52125,606.8975,608.47125,604.6625
BTC,17/09/16,606.04625,605.52125,608.54,604.99625
BTC,18/09/16,605.08,606.04625,606.825,603.46
BTC,19/09/16,609.37249,605.08,609.58624,604.63874
BTC,20/09/16,606.7175,609.37249,609.73749,606.1675
BTC,21/09/16,595.93375,606.7175,608.43625,590.86625
BTC,22/09/16,596.225,595.93375,596.92625,593.39125
BTC,23/09/16,595.0175,596.225,596.54625,593.74875
BTC,24/09/16,602.4075,595.0175,602.61375,594.52625
BTC,25/09/16,601.36875,602.4075,603.54499,599.63125
BTC,26/09/16,598.9075,601.36875,601.9775,597.65
BTC,27/09/16,605.0175,598.9075,607.55125,598.47875
BTC,28/09/16,602.885,605.0175,607.3175,601.39374
BTC,29/09/16,603.58124,602.885,604.315,602.27374
BTC,30/09/16,604.52125,603.58124,606.02374,602.48375
BTC,01/10/16,610.58375,604.52125,611.39374,603.48249
BTC,02/10/16,613.23749,610.58375,615.09,610.57
BTC,03/10/16,611.88874,613.23749,613.38,608.275
BTC,04/10/16,609.495,611.88874,612.61375,608.6325
BTC,05/10/16,608.125,609.495,610.1575,607.68125
BTC,06/10/16,610.57,608.125,612.785,607.91125
BTC,07/10/16,610.23375,610.57,611.61249,609.8025
BTC,08/10/16,617.445,610.23375,617.445,609.84124
BTC,09/10/16,614.59625,617.445,618.4575,614.58375
BTC,10/10/16,615.91625,614.59625,616.06625,614.095
BTC,11/10/16,618.3275,615.91625,618.35749,613.8225
BTC,12/10/16,637.21624,618.3275,640.89874,618.3275
BTC,13/10/16,637.73625,637.21624,638.90125,634.06625
BTC,14/10/16,635.88375,637.73625,637.75375,633.81625
BTC,15/10/16,638.975,635.88375,639.65,631.96
BTC,16/10/16,638.605,638.975,639.98125,636.05375
BTC,17/10/16,636.635,638.605,641.1525,636.58624
BTC,18/10/16,637.01625,636.635,638.62625,635.86249
BTC,19/10/16,634.605,637.01625,637.76374,632.7675
BTC,20/10/16,626.36875,634.605,636.36249,625.27625
BTC,21/10/16,629.61249,626.36875,629.91,626.36625
BTC,22/10/16,630.61875,629.61249,632.30125,628.10125
BTC,23/10/16,650.895,630.61875,654.79999,630.4425
BTC,24/10/16,647.69375,650.895,653.49375,645.91999
BTC,25/10/16,652.235,647.69375,652.84124,645.49375
BTC,26/10/16,657.05625,652.235,658.86749,646.6925
BTC,27/10/16,684.3775,657.05625,685.21375,656.39125
BTC,28/10/16,684.2975,684.3775,686.73,678.02125
BTC,29/10/16,700.135,684.2975,701.0125,681.42125
BTC,30/10/16,704.91,700.135,718.73375,692.21
BTC,31/10/16,693.89625,704.91,709.9875,682.08375
BTC,01/11/16,708.955,693.89625,710.44125,693.4425
BTC,02/11/16,725.6925,708.955,735.8275,707.8325
BTC,03/11/16,741.84875,725.6925,744.01875,719.6325
BTC,04/11/16,701.21875,741.84875,744.89375,673.73125
BTC,05/11/16,702.175,701.21875,706.3,687.97375
BTC,06/11/16,705.47875,702.175,706.42125,696.6625
BTC,07/11/16,705.47125,705.47875,714.55875,699.865
BTC,08/11/16,706.13375,705.47125,707.58875,700.03
BTC,09/11/16,728.36125,706.13375,729.0725,701.9975
BTC,10/11/16,719.2525,728.36125,738.985,717.07875
BTC,11/11/16,714.57125,719.2525,719.34375,707.995
BTC,12/11/16,715.7725,714.57125,718.2725,713.0675
BTC,13/11/16,694.72125,715.7725,715.7725,693.5675
BTC,14/11/16,704.62125,694.72125,704.65,686.0225
BTC,15/11/16,711.39625,704.62125,713.0725,698.5175
BTC,16/11/16,710.9275,711.39625,716.215,709.3275
BTC,17/11/16,745.92625,710.9275,746.36375,710.6725
BTC,18/11/16,738.665,745.92625,752.0375,731.9825
BTC,19/11/16,748.8075,738.665,751.1375,737.915
BTC,20/11/16,752.5525,748.8075,754.54625,740.13375
BTC,21/11/16,730.365,752.5525,753.765,713.13
BTC,22/11/16,734.84,730.365,738.62875,728.015
BTC,23/11/16,745.97875,734.84,750.80125,734.55
BTC,24/11/16,739.81875,745.97875,746.575,732.20875
BTC,25/11/16,730.3125,739.81875,740.87625,727.9875
BTC,26/11/16,737.4025,730.3125,738.51375,728.38125
BTC,27/11/16,727.445,737.4025,738.155,724.1275
BTC,28/11/16,731.9,727.445,735.405,727.43875
BTC,29/11/16,731.12625,731.9,734.1425,729.4725
BTC,30/11/16,731.64,731.12625,734.43375,728.60375
BTC,01/12/16,744.1025,731.64,744.47,730.71125
BTC,02/12/16,766.5925,744.1025,767.105,744.1025
BTC,03/12/16,769.915,766.5925,778.1425,763.83875
BTC,04/12/16,764.3575,769.915,770.12125,757.835
BTC,05/12/16,760.1,764.3575,767.24125,759.91875
BTC,06/12/16,754.82625,760.1,760.40625,745.6975
BTC,07/12/16,758.35375,754.82625,759.89,751.95625
BTC,08/12/16,763.23625,758.35375,768.31875,752.165
BTC,09/12/16,766.8725,763.23625,771.42,762.7025
BTC,10/12/16,773.2825,766.8725,773.3225,766.33
BTC,11/12/16,765.9525,773.2825,775.08625,764.3675
BTC,12/12/16,769.8275,765.9525,769.86375,763.31625
BTC,13/12/16,774.38625,769.8275,788.48625,766.9025
BTC,14/12/16,778.35625,774.38625,781.585,771.5475
BTC,15/12/16,776.9825,778.35625,779.605,771.3925
BTC,16/12/16,776.415,776.9825,778.2175,772.7675
BTC,17/12/16,786.9725,776.415,790.83875,775.50125
BTC,18/12/16,789.24625,786.9725,790.30375,785.57375
BTC,19/12/16,791,789.24625,791.16,785.2375
BTC,20/12/16,789.2325,791,792.2825,788.65625
BTC,21/12/16,805.79625,789.2325,806.1975,788.44875
BTC,22/12/16,842.63875,805.79625,842.96625,805.14875
BTC,23/12/16,910.9325,842.63875,910.9325,842.17875
BTC,24/12/16,910.2475,910.9325,918.94875,878.91
BTC,25/12/16,870.13125,910.2475,916.55625,869.47
BTC,26/12/16,905.45625,870.13125,909.84625,858.03625
BTC,27/12/16,900.36625,905.45625,906.88875,893.62125
BTC,28/12/16,948.89875,900.36625,949.80625,900.02625
BTC,29/12/16,971.645,948.89875,982.86875,947.03
BTC,30/12/16,954.84375,971.645,977.7925,949.61875
BTC,31/12/16,952.455,954.84375,964.72625,928.9875
BTC,01/01/17,964.325,952.455,968.485,949.08625
BTC,02/01/17,1009.97375,964.325,1011.525,963.53
BTC,03/01/17,1028.33375,1009.97375,1034.105,998.62125
BTC,04/01/17,1047.09999,1028.33375,1048.12375,1013.3775
BTC,05/01/17,1140.385,1047.09999,1141.9975,1047.06375
BTC,06/01/17,985.93875,1140.385,1153.02,887.46625
BTC,07/01/17,837.83625,985.93875,990.37125,821.655
BTC,08/01/17,923.52375,837.83625,923.7475,816.36375
BTC,09/01/17,889.33875,923.52375,942.0625,878.10125
BTC,10/01/17,905.22625,889.33875,911.99625,881.1575
BTC,11/01/17,910.60625,905.22625,914.02375,897.57375
BTC,12/01/17,772.66125,910.60625,919.55875,747.49625
BTC,13/01/17,784.89375,772.66125,828.08875,746.685
BTC,14/01/17,820.68875,784.89375,839.23,774.35875
BTC,15/01/17,821.19625,820.68875,835.555,810.6425
BTC,16/01/17,830.74,821.19625,834.7025,810.21625
BTC,17/01/17,848.58125,830.74,848.58125,820.91625
BTC,18/01/17,890.29375,848.58125,914.8025,848.58125
BTC,19/01/17,888.0625,890.29375,901.83375,848.60875
BTC,20/01/17,896.16375,888.0625,905.4225,884.185
BTC,21/01/17,920.58875,896.16375,921.18125,882.29625
BTC,22/01/17,934.7775,920.58875,936.2525,912.0725
BTC,23/01/17,920.365,934.7775,936.7525,893.0075
BTC,24/01/17,912.2125,920.365,926.9975,891.405
BTC,25/01/17,898.55,912.2125,922.1475,884.78875
BTC,26/01/17,901.05,898.55,901.48,888.01875
BTC,27/01/17,912.84375,901.05,919.1325,896.2825
BTC,28/01/17,919.795,912.84375,921.56875,909.4
BTC,29/01/17,920.82875,919.795,922.06125,917.82125
BTC,30/01/17,916.91125,920.82875,921.50875,912.955
BTC,31/01/17,921.35125,916.91125,921.8175,915.77
BTC,01/02/17,973.065,921.35125,978.185,920.64875
BTC,02/02/17,982.8275,973.065,992.41875,964.4075
BTC,03/02/17,1020.09,982.8275,1020.12375,982.33375
BTC,04/02/17,1011.215,1020.09,1024.1425,995.87
BTC,05/02/17,1029.40124,1011.215,1040.08625,1004.3775
BTC,06/02/17,1019.3125,1029.40124,1030.33625,1006.51875
BTC,07/02/17,1029.40875,1019.3125,1030.405,1018.23
BTC,08/02/17,1067.70875,1029.40875,1067.79625,1029.40875
BTC,09/02/17,1072.205,1067.70875,1072.22875,1018.19125
BTC,10/02/17,974.95875,1072.205,1077.7625,942.45375
BTC,11/02/17,997.2275,974.95875,1000.98625,954.27625
BTC,12/02/17,1004.71375,997.2275,1015.99625,997.2275
BTC,13/02/17,1004.85375,1004.71375,1008.49,997.45625
BTC,14/02/17,994.58,1004.85375,1007.28,976.28875
BTC,15/02/17,1003.59,994.58,1016.445,987.33125
BTC,16/02/17,1018.41125,1003.59,1021.98375,1001.00375
BTC,17/02/17,1038.86625,1018.41125,1041.52375,1016.995
BTC,18/02/17,1058.315,1038.86625,1058.60375,1027.9875
BTC,19/02/17,1052.84375,1058.315,1066.83625,1051.02
BTC,20/02/17,1046.66249,1052.84375,1061.3175,1045.30874
BTC,21/02/17,1079.5825,1046.66249,1084.50375,1046.66249
BTC,22/02/17,1112.86375,1079.5825,1126.48625,1079.3475
BTC,23/02/17,1122.515,1112.86375,1132.51,1101.9
BTC,24/02/17,1193.501,1122.515,1193.961,1120.73
BTC,25/02/17,1182.429,1193.501,1206.596,1101.385
BTC,26/02/17,1139.848,1182.429,1184.183,1126.26
BTC,27/02/17,1189.366,1139.848,1192.252,1139.795
BTC,28/02/17,1189.94699,1189.366,1210.156,1173.095
BTC,01/03/17,1193.611,1189.94699,1198.163,1179.97
BTC,02/03/17,1221.05,1193.611,1233.298,1187.33199
BTC,03/03/17,1269.776,1221.05,1284.334,1216.03
BTC,04/03/17,1285.376,1269.776,1293.469,1258.487
BTC,05/03/17,1260.668,1285.376,1287.61,1239.568
BTC,06/03/17,1273.24699,1260.668,1280.579,1245.911
BTC,07/03/17,1280.30499,1273.24699,1285.181,1268.809
BTC,08/03/17,1206.357,1280.30499,1280.427,1188.174
BTC,09/03/17,1153.06,1206.357,1225.5,1135.086
BTC,10/03/17,1200.557,1153.06,1208.63899,1147.435
BTC,11/03/17,1147.625,1200.557,1325.81299,1022.68
BTC,12/03/17,1186.351,1147.625,1200.383,1146.877
BTC,13/03/17,1235.553,1186.351,1237.781,1178.066
BTC,14/03/17,1242.806,1235.553,1247.261,1216.20699
BTC,15/03/17,1245.892,1242.806,1257.797,1227.108
BTC,16/03/17,1247.67099,1245.892,1260.62999,1245.099
BTC,17/03/17,1126.08199,1247.67099,1248.29199,1103.531
BTC,18/03/17,1062.07,1126.08199,1164.222,1057.345
BTC,19/03/17,1000.24599,1062.07,1094.412,944.113
BTC,20/03/17,1036.226,1000.24599,1058.91,977.506
BTC,21/03/17,1065.481,1036.226,1065.50599,1015.041
BTC,22/03/17,1091.333,1065.481,1119.074,1063.69699
BTC,23/03/17,1036.099,1091.333,1101.028,990.705
BTC,24/03/17,1013.844,1036.099,1053.241,1012.245
BTC,25/03/17,921.808,1013.844,1014.601,920.576
BTC,26/03/17,962.508,921.808,972.271,891.511
BTC,27/03/17,968.293,962.508,998.56,946.522
BTC,28/03/17,1035.32199,968.293,1042.901,965.455
BTC,29/03/17,1011.969,1035.32199,1064.52,1010.04699
BTC,30/03/17,1041.374,1011.969,1056.89799,1011.315
BTC,31/03/17,1048.86299,1041.374,1051.473,1023.187
BTC,01/04/17,1077.557,1048.86299,1087.727,1040.614
BTC,02/04/17,1082.37,1077.557,1103.528,1069.78199
BTC,03/04/17,1140.037,1082.37,1140.037,1077.59099
BTC,04/04/17,1148.092,1140.037,1155.714,1120.597
BTC,05/04/17,1139.86,1148.092,1161.361,1125.827
BTC,06/04/17,1150.685,1139.86,1151.20699,1113.077
BTC,07/04/17,1177.284,1150.685,1202.82199,1149.209
BTC,08/04/17,1196.896,1177.284,1202.037,1176.375
BTC,09/04/17,1187.03299,1196.896,1196.896,1170.579
BTC,10/04/17,1213.801,1187.03299,1218.239,1178.396
BTC,11/04/17,1206.74,1213.801,1219.056,1202.78299
BTC,12/04/17,1226.896,1206.74,1232.155,1204.364
BTC,13/04/17,1216.269,1226.896,1226.927,1213.655
BTC,14/04/17,1187.136,1216.269,1219.007,1154.9
BTC,15/04/17,1186.10899,1187.136,1197.391,1169.893
BTC,16/04/17,1189.55,1186.10899,1199.71,1178.094
BTC,17/04/17,1184.2,1189.55,1190.96499,1178.19599
BTC,18/04/17,1211.73799,1184.2,1211.73799,1181.78299
BTC,19/04/17,1218.666,1211.73799,1222.358,1211.233
BTC,20/04/17,1227.981,1218.666,1232.858,1209.183
BTC,21/04/17,1261.702,1227.981,1264.665,1227.679
BTC,22/04/17,1255.25125,1261.702,1275.053,1247.7925
BTC,23/04/17,1232.7575,1255.25125,1255.905,1220
BTC,24/04/17,1243.43,1232.7575,1250.455,1230.68374
BTC,25/04/17,1251.5775,1243.43,1251.5775,1240.11999
BTC,26/04/17,1269.69625,1251.5775,1270.7275,1248.7425
BTC,27/04/17,1289.7475,1269.69625,1307.27875,1269.43
BTC,28/04/17,1335.825,1289.7475,1343.5925,1289.4925
BTC,29/04/17,1319.7,1335.825,1338.9875,1282.93249
BTC,30/04/17,1311.58874,1319.7,1333.375,1311.25125
BTC,01/05/17,1370.79,1311.58874,1371.20625,1308.7425
BTC,02/05/17,1416.61,1370.79,1426.63375,1350.005
BTC,03/05/17,1448.88625,1416.61,1466.88125,1408.54
BTC,04/05/17,1506.7725,1448.88625,1507.51,1431.18125
BTC,05/05/17,1543.31,1506.7725,1594.62625,1442.73125
BTC,06/05/17,1536.1525,1543.31,1591.9675,1491.675
BTC,07/05/17,1554.6025,1536.1525,1555.225,1517.65
BTC,08/05/17,1564.065,1554.6025,1572.55375,1525.895
BTC,09/05/17,1644.72875,1564.065,1655.7875,1564.065
BTC,10/05/17,1695.83125,1644.72875,1753.595,1641.0625
BTC,11/05/17,1748.35375,1695.83125,1764.21,1690.39875
BTC,12/05/17,1774.52,1748.35375,1839.23125,1748.07
BTC,13/05/17,1634.6075,1774.52,1799.495,1587.69375
BTC,14/05/17,1774.805,1634.6075,1784.83625,1624.56125
BTC,15/05/17,1747.04375,1774.805,1793.7325,1740.2
BTC,16/05/17,1665.0325,1747.04375,1747.04375,1652.15625
BTC,17/05/17,1744.44125,1665.0325,1753.0375,1657.10875
BTC,18/05/17,1796.89625,1744.44125,1823.555,1744.44125
BTC,19/05/17,1913.13875,1796.89625,1918.3275,1795.7775
BTC,20/05/17,1983.97875,1913.13875,1993.12375,1909.23125
BTC,21/05/17,2074.69625,1983.97875,2074.69625,1964.975
BTC,22/05/17,2114.98875,2074.69625,2115.59125,2001.145
BTC,23/05/17,2196.66874,2114.98875,2289.2075,2062.30249
BTC,24/05/17,2348.55249,2196.66874,2356.405,2174.49375
BTC,25/05/17,2581.85375,2348.55249,2593.36666,2310.42625
BTC,26/05/17,2460.95375,2581.85375,2791.695,2298.48999
BTC,27/05/17,2232.2875,2460.95375,2639.905,2067.0975
BTC,28/05/17,2234.83374,2232.2875,2250.1475,1908.99125
BTC,29/05/17,2195.785,2234.83374,2320.8175,2135.0025
BTC,30/05/17,2315.73625,2195.785,2339.725,2157.34499
BTC,31/05/17,2170.98124,2315.73625,2329.63625,2152.9225
BTC,01/06/17,2402.125,2170.98124,2414.515,2162.22625
BTC,02/06/17,2477.1725,2402.125,2489.9775,2361.74125
BTC,03/06/17,2475.2975,2477.1725,2524.80625,2418.9325
BTC,04/06/17,2526.31125,2475.2975,2593.64,2448.04374
BTC,05/06/17,2605.125,2526.31125,2607.92999,2494.29125
BTC,06/06/17,2855.03,2605.125,2911.86,2582.375
BTC,07/06/17,2900.8525,2855.03,2967.47625,2742.335
BTC,08/06/17,2737.9025,2900.8525,2911.93875,2625.085
BTC,09/06/17,2826.03875,2737.9025,2864.365,2712.68875
BTC,10/06/17,2846.00625,2826.03875,2874.69625,2794.0625
BTC,11/06/17,2910.33625,2846.00625,2943.6325,2821.525
BTC,12/06/17,3007.0125,2910.33625,3025.4725,2894.01
BTC,13/06/17,2697.0775,3007.0125,3041.35833,2525.23875
BTC,14/06/17,2780.1825,2697.0775,2802.9475,2696.4575
BTC,15/06/17,2518.54875,2780.1825,2828.8825,2385.03125
BTC,16/06/17,2438.61749,2518.54875,2522.3075,2185.96124
BTC,17/06/17,2520.78375,2438.61749,2559.18874,2433.9475
BTC,18/06/17,2680.1025,2520.78375,2707.06,2510.93874
BTC,19/06/17,2611.67999,2680.1025,2680.1025,2522.3225
BTC,20/06/17,2667.5475,2611.67999,2691.57375,2555.10375
BTC,21/06/17,2805.0975,2667.5475,2822.63375,2636.05875
BTC,22/06/17,2702.00375,2805.0975,2828.94375,2661.31125
BTC,23/06/17,2763.29125,2702.00375,2783.75875,2643.75875
BTC,24/06/17,2740.5925,2763.29125,2780.27,2726.04125
BTC,25/06/17,2598.15875,2740.5925,2764.0375,2556.8225
BTC,26/06/17,2630.59499,2598.15875,2696.88625,2530.63125
BTC,27/06/17,2513.42999,2630.59499,2633.1075,2387.63749
BTC,28/06/17,2556.1675,2513.42999,2597.27625,2332.60125
BTC,29/06/17,2591.2675,2556.1675,2619.23625,2498.9325
BTC,30/06/17,2547.3225,2591.2675,2620.84375,2530.12125
BTC,01/07/17,2479.05499,2547.3225,2581.74125,2471.7925
BTC,02/07/17,2424.69875,2479.05499,2547.0475,2396.01249
BTC,03/07/17,2513.74125,2424.69875,2551.065,2410.4725
BTC,04/07/17,2640.06125,2513.74125,2648.85624,2510.3225
BTC,05/07/17,2588.67875,2640.06125,2659.78875,2583.3525
BTC,06/07/17,2634.17375,2588.67875,2648.67999,2560.85
BTC,07/07/17,2598.57,2634.17375,2638.09875,2591.9825
BTC,08/07/17,2514.3625,2598.57,2603.47125,2482.77124
BTC,09/07/17,2586.0425,2514.3625,2588.38125,2506.30375
BTC,10/07/17,2524.12624,2586.0425,2590.7525,2510.28625
BTC,11/07/17,2352.265,2524.12624,2541.55625,2314.0775
BTC,12/07/17,2292.91375,2352.265,2428.15749,2272.31625
BTC,13/07/17,2437.55375,2292.91375,2448.505,2292.41874
BTC,14/07/17,2337.67875,2437.55375,2437.55375,2327.72875
BTC,15/07/17,2109.37375,2337.67875,2372.83374,2105.24375
BTC,16/07/17,2045.5725,2109.37375,2151.72875,1971.28375
BTC,17/07/17,1986.9425,2045.5725,2055.7475,1836.92
BTC,18/07/17,2189.23999,1986.9425,2246.11749,1986.9425
BTC,19/07/17,2354.8925,2189.23999,2407.18874,2177.99375
BTC,20/07/17,2349.355,2354.8925,2413.485,2258.1125
BTC,21/07/17,2740.56875,2349.355,2946.36,2332.35375
BTC,22/07/17,2738.775,2740.56875,2814.5075,2639.31374
BTC,23/07/17,2831.67875,2738.775,2875.7775,2725.06625
BTC,24/07/17,2772.3675,2831.67875,2836.3775,2670.76125
BTC,25/07/17,2768.8025,2772.3675,2813.96875,2720.71125
BTC,26/07/17,2540.20874,2768.8025,2796.92125,2485.185
BTC,27/07/17,2570.195,2540.20874,2577.05875,2433.83125
BTC,28/07/17,2699.72125,2570.195,2749.99875,2554.37
BTC,29/07/17,2719.69,2699.72125,2833.2375,2682.87
BTC,30/07/17,2714.70375,2719.69,2780.2075,2693.95875
BTC,31/07/17,2718.6175,2714.70375,2753.33125,2615.8075
BTC,01/08/17,2867.65375,2718.6175,2902.37125,2706.8225
BTC,02/08/17,2739.70875,2867.65375,2925.03375,2670.16333
BTC,03/08/17,2740.07125,2739.70875,2765.5525,2681.46875
BTC,04/08/17,2811.71,2740.07125,2824.38,2731.19625
BTC,05/08/17,3123.41125,2811.71,3167.555,2797.1175
BTC,06/08/17,3254.71,3123.41125,3360.86625,3104.16875
BTC,07/08/17,3274.6375,3254.71,3325.96625,3190.18625
BTC,08/08/17,3474.7625,3274.6375,3476.81875,3258.405
BTC,09/08/17,3416.185,3474.7625,3525.0375,3376.37
BTC,10/08/17,3364.41125,3416.185,3442.98875,3280.325
BTC,11/08/17,3451.8525,3364.41125,3474.335,3357.67125
BTC,12/08/17,3705.43,3451.8525,3741.33125,3451.8525
BTC,13/08/17,4104.015,3705.43,4162.5725,3701.83375
BTC,14/08/17,4036.7575,4104.015,4225.4025,3890.005
BTC,15/08/17,4462.67625,4036.7575,4483.54749,4036.7575
BTC,16/08/17,4118.9025,4462.67625,4470.34375,3892.72
BTC,17/08/17,4322.42125,4118.9025,4440.76124,3985.23375
BTC,18/08/17,4311.685,4322.42125,4522.13,4225.5
BTC,19/08/17,4180.23875,4311.685,4407.79625,4040.05375
BTC,20/08/17,4139.38125,4180.23875,4235.06499,4033.53625
BTC,21/08/17,4110.94125,4139.38125,4218.21125,4101.06125
BTC,22/08/17,3911.27625,4110.94125,4142.63875,3884.6225
BTC,23/08/17,4162.79249,3911.27625,4197.76124,3687.27625
BTC,24/08/17,4178.75625,4162.79249,4299.96875,4130.925
BTC,25/08/17,4396.03125,4178.75625,4420.35999,4165.77375
BTC,26/08/17,4359.9025,4396.03125,4496.29249,4320.22
BTC,27/08/17,4381.39625,4359.9025,4439.29125,4309.3125
BTC,28/08/17,4340.46,4381.39625,4416.0225,4340.46
BTC,29/08/17,4442.6575,4340.46,4455.04625,4239.01124
BTC,30/08/17,4664.64375,4442.6575,4703.41749,4400.15874
BTC,31/08/17,4676.1425,4664.64375,4707.5525,4545.5375
BTC,01/09/17,4783.17,4676.1425,4808.12125,4654.07
BTC,02/09/17,4864.285,4783.17,5013.9075,4726.74374
BTC,03/09/17,4672.56875,4864.285,4902.26124,4529.37125
BTC,04/09/17,4593.1825,4672.56875,4749.02875,4481.5225
BTC,05/09/17,4160.535,4593.1825,4594.5775,4037.49875
BTC,06/09/17,4517.57,4160.535,4529.58875,4111.97124
BTC,07/09/17,4543.1025,4517.57,4666.46625,4517.57
BTC,08/09/17,4628.6025,4543.1025,4691.97999,4506.6625
BTC,09/09/17,4280.975,4628.6025,4698.73125,4151.6425
BTC,10/09/17,4194.21875,4280.975,4394.51624,4161.9725
BTC,11/09/17,4307.82625,4194.21875,4334.5075,3976.46125
BTC,12/09/17,4295.76124,4307.82625,4310.79125,4108.475
BTC,13/09/17,3944.58375,4295.76124,4368.22,3944.58375
BTC,14/09/17,3817.0575,3944.58375,4053.3225,3766.36
BTC,15/09/17,3358.10875,3817.0575,3896.7925,3209.43875
BTC,16/09/17,3772.68375,3358.10875,3806.57875,2951.1525
BTC,17/09/17,3608.595,3772.68375,3874.62625,3551.75875
BTC,18/09/17,3764.6175,3608.595,3803.4125,3484.80125
BTC,19/09/17,3976.3875,3764.6175,4080.4975,3753.3775
BTC,20/09/17,3863.18625,3976.3875,4026.57,3847.35375
BTC,21/09/17,3827.685,3863.18625,4021.46,3813.225
BTC,22/09/17,3690.99125,3827.685,3890.98,3584.59125
BTC,23/09/17,3612.1625,3690.99125,3748.705,3519.07125
BTC,24/09/17,3772.8475,3612.1625,3810.5375,3612.1625
BTC,25/09/17,3753.435,3772.8475,3775.7775,3627.52625
BTC,26/09/17,3920.99125,3753.435,3970.2575,3752.46875
BTC,27/09/17,3939.515,3920.99125,3968.53625,3865.23125
BTC,28/09/17,4220.28,3939.515,4228.085,3930.91125
BTC,29/09/17,4062.20375,4220.28,4278.77625,4027.04125
BTC,30/09/17,4207.825,4062.20375,4227.43875,4035.7075
BTC,01/10/17,4300.55125,4207.825,4366.805,4205.00375
BTC,02/10/17,4414.1775,4300.55125,4431.32125,4261.34624
BTC,03/10/17,4424.4725,4414.1775,4462.00625,4376.085
BTC,04/10/17,4307.555,4424.4725,4426.06125,4246.29
BTC,05/10/17,4186.78374,4307.555,4345.28374,4179.41875
BTC,06/10/17,4325.23625,4186.78374,4355.89375,4150.7575
BTC,07/10/17,4370.16875,4325.23625,4417.45125,4316.85999
BTC,08/10/17,4446.17249,4370.16875,4461.66,4330.28374
BTC,09/10/17,4624.34875,4446.17249,4625.22,4419.19375
BTC,10/10/17,4789.30125,4624.34875,4870.04125,4554.0275
BTC,11/10/17,4741.70875,4789.30125,4909.18124,4726.28
BTC,12/10/17,4858.60499,4741.70875,4882.695,4730.87875
BTC,13/10/17,5728.5475,4858.60499,5856.09875,4843.695
BTC,14/10/17,5666.97875,5728.5475,5813.26875,5432.3525
BTC,15/10/17,5779.07375,5666.97875,5844.77125,5570.04
BTC,16/10/17,5607.01,5779.07375,5796.2425,5439.9825
BTC,17/10/17,5643.55375,5607.01,5789.795,5569.3075
BTC,18/10/17,5495.03875,5643.55375,5685.35,5461.02625
BTC,19/10/17,5627.08625,5495.03875,5639.68625,5109.7
BTC,20/10/17,5686.52625,5627.08625,5735.155,5544.70375
BTC,21/10/17,6098.115,5686.52625,6112.18875,5611.1175
BTC,22/10/17,5949.07875,6098.115,6183.9825,5886.65125
BTC,23/10/17,5969.795,5949.07875,6031.74625,5733.01875
BTC,24/10/17,5649.005,5969.795,6050.20375,5564.77375
BTC,25/10/17,5550.85875,5649.005,5769.27,5374.5975
BTC,26/10/17,5776.87875,5550.85875,5784.57625,5430.75
BTC,27/10/17,5923.70625,5776.87875,5995.92625,5695.33125
BTC,28/10/17,5737.1025,5923.70625,5926.64,5691.7575
BTC,29/10/17,5741.7225,5737.1025,5806.9225,5667.34875
BTC,30/10/17,6151.325,5741.7225,6306.5775,5733.85625
BTC,31/10/17,6130.56375,6151.325,6218.48875,6026.68875
BTC,01/11/17,6424.515,6130.56375,6458.26625,6089.47375
BTC,02/11/17,6879.365,6424.515,6922.9,6357.91
BTC,03/11/17,7199.2375,6879.365,7355.35,6798.3975
BTC,04/11/17,7210.46875,7199.2375,7454.03875,6994.8775
BTC,05/11/17,7376.7425,7210.46875,7503.71875,7100.51125
BTC,06/11/17,7231.93,7376.7425,7601.535,7202.47125
BTC,07/11/17,7123.89375,7231.93,7423.05875,6932.42875
BTC,08/11/17,7356.50625,7123.89375,7377.9625,6978.5875
BTC,09/11/17,7342.82375,7356.50625,7879.06,7095.42375
BTC,10/11/17,7250.77,7342.82375,7439.385,7058.35125
BTC,11/11/17,6773.695,7250.77,7305.295,6422.975
BTC,12/11/17,6075.30125,6773.695,6806.04375,6062.08625
BTC,13/11/17,5969.13,6075.30125,6466.46,5507.29
BTC,14/11/17,6666.27125,5969.13,6770.37,5949.5025
BTC,15/11/17,6867.42625,6666.27125,6910.2475,6442.4
BTC,16/11/17,7259.3,6867.42625,7336.80125,6798.9325
BTC,17/11/17,7924.1825,7259.3,7998.39625,7172.755
BTC,18/11/17,7598.2775,7924.1825,7984.68375,7460.11125
BTC,19/11/17,7787.45625,7598.2775,7848.94125,7546.33375
BTC,20/11/17,7954.7675,7787.45625,8101.91,7678.375
BTC,21/11/17,7879.06,7954.7675,8286.17375,7818.5025
BTC,22/11/17,8150.6325,7879.06,8362.3025,7828.535
BTC,23/11/17,8208.75375,8150.6325,8294.495,8095.08125
BTC,24/11/17,8094.445,8208.75375,8264.3875,7892.68
BTC,25/11/17,8190.87125,8094.445,8333.17375,8025.19625
BTC,26/11/17,8851.305,8190.87125,8909.31,8190.87125
BTC,27/11/17,9573.9675,8851.305,9682.10125,8834.3875
BTC,28/11/17,9713.09625,9573.9675,9743.12375,9382.13125
BTC,29/11/17,10295.6225,9713.09625,10358.30625,9690.33375
BTC,30/11/17,10542.6625,10295.6225,11377.33375,9290.29625
BTC,01/12/17,9706.10375,10542.6625,10681.85125,9021.84874
